Gene	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3552	TCGA-AA-3554	TCGA-AA-3561	TCGA-AA-3664	TCGA-AA-3666	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3818	TCGA-AA-3848	TCGA-AA-3864	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00F	TCGA-AA-A00J	TCGA-AA-A00K	TCGA-AA-A00N	TCGA-AA-A00O	TCGA-AA-A00R	TCGA-AA-A00U	TCGA-AA-A010	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01D	TCGA-AA-A01F	TCGA-AA-A01I	TCGA-AA-A01K	TCGA-AA-A024	TCGA-AA-A029	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AA-A02R	TCGA-AF-2691	TCGA-AF-2692	TCGA-AF-3400	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3580	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-3594	TCGA-AG-4007	TCGA-AG-A002	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A014	TCGA-AG-A015	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01L	TCGA-AG-A01N	TCGA-AG-A02X	TCGA-AG-A032
SPTLC1	0.94682	-1.06359	0.94682	-2.33201	-0.321605	0.61318	0.94682	-1.06359	0.61318	0.61318	0.94682	0.61318	0.61318	0.204839	0.204839	0.94682	-2.33201	0.204839	0.204839	1.22891	0.204839	0.61318	0.94682	-1.06359	1.47326	0.204839	-1.06359	-0.321605	-1.06359	0.204839	0.204839	1.47326	-0.321605	0.61318	1.22891	-0.321605	-1.06359	0.61318	-2.33201	-1.06359	1.47326	-0.321605	0.61318	-1.06359	-1.06359	-0.321605	0.61318	-0.321605	1.22891	-0.321605	0.204839	1.8816	-0.321605	0.61318	0.61318	-1.06359	-0.321605	-0.321605	0.61318	0.94682	-0.321605	0.61318	0.204839	-0.321605	0.61318	-0.321605	-1.06359	-2.33201	-2.33201
SPTLC2	0.428722	-0.815354	0.428722	0.428722	-0.0876162	-0.0876162	-0.815354	-0.815354	0.829225	0.829225	-0.815354	0.428722	0.428722	0.829225	-0.815354	1.15646	-2.05943	-0.0876162	0.428722	1.8842	-0.0876162	-0.0876162	-0.815354	-0.0876162	1.6728	0.829225	-0.0876162	-0.0876162	-0.414851	-2.05943	1.30012	1.15646	-2.05943	-0.815354	-0.0876162	-0.0876162	0.428722	-0.0876162	-2.05943	0.428722	1.15646	-0.0876162	-0.0876162	0.829225	0.829225	-0.0876162	0.428722	-0.815354	1.15646	0.428722	0.428722	0.829225	-0.0876162	1.15646	-2.05943	0.428722	1.6728	-0.815354	-0.0876162	1.15646	0.829225	0.428722	0.428722	0.428722	-0.815354	-2.05943	-0.0876162	-2.05943	-2.05943
SQRDL	0.877497	-0.93314	0.14619	-1.75222	1.61512	0.806832	0.416671	0.620027	0.806832	0.28541	0.540832	-0.106419	-0.451531	-0.451531	1.10899	1.14023	-1.98205	-0.330639	0.806832	-0.451531	-0.160455	1.23149	1.66504	0.330003	0.540832	0.458808	-0.451531	-1.09158	-1.69818	0.0978427	0.373746	0.416671	1.45849	0.733923	1.53814	-3.23715	-0.39029	1.45849	-0.85784	0.770667	0.0978427	-0.514451	0.416671	-1.26176	0.28541	-1.86426	-0.514451	-2.37669	-0.784931	0.0484552	0.91203	0.0484552	0.0484552	1.07731	0.28541	-1.09158	0.239935	0.416671	0.500186	0.0978427	0.373746	-0.645711	-0.272498	-1.26176	0.540832	0.877497	0.416671	-1.54331	-0.451531
SQSTM1	-0.491335	-2.30654	-2.30654	0.352685	0.352685	0.653929	1.12926	-0.491335	3.47063	0.653929	0.908627	-0.0160078	1.49795	0.908627	-0.491335	2.05389	-0.491335	-0.0160078	0.653929	1.12926	-2.30654	-0.491335	-1.16127	-0.0160078	1.49795	0.352685	0.908627	-0.236637	-0.491335	-0.491335	0.510163	-0.0160078	-0.491335	0.653929	-0.491335	-0.491335	-0.491335	0.908627	-1.16127	-2.30654	-0.491335	-1.16127	-0.491335	-2.30654	0.908627	-0.0160078	0.352685	0.352685	-1.16127	0.653929	0.352685	0.352685	0.653929	-0.0160078	-0.491335	0.352685	-0.0160078	-0.0160078	0.178601	0.352685	-0.0160078	-0.0160078	0.352685	-0.0160078	-0.0160078	-0.491335	0.653929	0.352685	-0.491335
SRC	-0.480658	-1.14093	-0.480658	-2.26968	-0.480658	0.648091	1.77684	-0.0121845	-0.0121845	-1.14093	0.351191	0.899116	1.47994	-1.14093	0.648091	-2.26968	-2.26968	-0.0121845	0.351191	1.11656	0.351191	0.648091	-0.0121845	-1.14093	-0.480658	0.648091	-0.480658	-1.14093	-0.480658	-0.480658	-0.777557	0.351191	-1.14093	0.899116	-0.480658	-0.480658	0.351191	1.11656	-0.0121845	0.648091	0.899116	-0.480658	1.90718	-0.480658	-2.26968	0.648091	-1.14093	-1.14093	0.899116	-0.480658	1.11656	1.11656	1.30837	-0.0121845	-0.0121845	-1.14093	0.648091	-0.480658	1.21529	0.648091	-0.480658	-0.480658	1.11656	0.351191	0.351191	0.351191	2.14022	-0.480658	0.899116
SRI	0.679189	-1.31604	-0.549203	-1.82459	1.0305	0.374866	-0.900518	1.26247	-0.900518	0.146772	-1.31604	-1.31604	-0.391966	-0.900518	1.11048	0.263671	-0.900518	1.0305	0.146772	-0.900518	-0.718098	0.146772	0.947621	-0.718098	0.0235511	-0.244881	-1.09882	-0.549203	-0.997513	0.263671	-0.244881	0.679189	2.21091	1.84338	2.1619	-3.4043	-0.549203	-0.244881	-0.106715	-0.106715	1.78568	0.263671	0.582194	0.480887	0.582194	-1.82459	0.480887	-0.549203	0.480887	0.263671	-1.09882	0.146772	0.146772	0.480887	-0.718098	-0.718098	0.146772	-0.549203	1.26247	1.18774	0.582194	0.374866	0.772224	0.263671	0.480887	0.480887	1.53906	-0.549203	-0.900518
SRM	-0.958104	-1.99909	1.459	-0.349164	-1.99909	0.41801	-0.958104	1.12388	0.0828861	0.41801	1.30077	0.923334	0.0828861	0.41801	-1.99909	0.41801	-0.958104	1.12388	0.923334	1.459	0.41801	1.30077	-0.349164	0.0828861	0.0828861	-0.958104	0.691826	0.41801	-0.117655	1.30077	0.259776	1.30077	0.0828861	1.12388	-0.349164	-0.349164	0.41801	-0.958104	0.0828861	-0.349164	-0.958104	0.0828861	-0.349164	-1.99909	0.41801	-1.99909	1.73282	0.0828861	0.41801	2.16487	0.41801	-1.99909	-0.349164	-0.958104	0.0828861	0.0828861	0.0828861	0.0828861	0.41801	0.0828861	-0.349164	0.923334	-0.349164	0.0828861	0.0828861	0.923334	-1.99909	0.0828861	-1.99909
SRP14	-0.743089	-1.78967	-0.743089	-1.78967	0.303488	-0.345199	1.44394	-0.743089	-0.345199	-1.78967	0.821454	0.575442	-0.743089	-0.345199	-0.743089	1.44394	-0.345199	1.04605	-0.743089	1.25265	-0.00053066	1.44394	-0.345199	1.25265	-0.345199	0.575442	0.575442	-1.21369	-1.78967	1.04605	1.04605	0.303488	-0.00053066	1.04605	1.7886	-1.78967	-0.743089	0.303488	-0.743089	-0.00053066	0.303488	-0.345199	0.575442	-2.53222	-1.78967	-0.345199	-0.345199	-0.00053066	-0.345199	-0.345199	0.821454	0.575442	1.25265	0.575442	-0.345199	-0.743089	0.575442	0.303488	0.155952	1.25265	0.303488	0.821454	2.09262	0.575442	0.575442	-0.00053066	0.821454	-1.78967	-0.743089
SRP54	0.810619	0.0217295	1.37035	-0.76716	-0.333003	0.321652	-0.333003	-0.333003	1.52608	0.581456	-1.32689	-0.333003	1.67027	0.321652	0.0217295	0.810619	-3.46439	0.0217295	0.321652	1.20105	-0.76716	1.01561	1.01561	-0.537997	1.8045	-0.333003	-1.32689	-1.32689	-1.68162	-0.333003	0.0217295	1.8045	0.0217295	0.810619	1.20105	-0.76716	0.321652	0.810619	0.0217295	-0.333003	1.20105	0.321652	-0.333003	-0.333003	0.321652	-0.76716	0.321652	-2.11578	0.321652	-0.333003	0.0217295	1.20105	-0.76716	1.37035	-0.333003	-1.32689	0.810619	-1.32689	0.69941	1.20105	-0.76716	0.321652	0.581456	-1.32689	-0.76716	0.321652	0.0217295	-1.32689	-0.76716
SRP68	-0.546353	-0.546353	0.239459	0.0042727	0.0042727	-0.255713	0.454167	-0.255713	0.454167	-0.546353	1.00479	-1.25623	0.834546	0.651679	-0.546353	2.05955	-2.25675	0.0042727	0.454167	0.454167	0.454167	1.16405	0.454167	0.0042727	2.45521	-0.875853	0.239459	-1.96611	-1.70613	-0.255713	0.651679	1.00479	-0.255713	2.05955	1.00479	-2.25675	-0.255713	0.834546	-0.255713	-0.255713	1.45469	-0.546353	-0.546353	-1.25623	0.0042727	0.239459	0.454167	-1.70613	0.0042727	0.239459	0.651679	-0.875853	0.0042727	1.00479	-0.546353	0.651679	0.239459	-1.70613	0.239459	1.83507	0.239459	0.834546	0.454167	-0.255713	-0.875853	-0.875853	0.0042727	-2.25675	0.239459
SRP72	0.359274	-1.17813	0.874952	-2.56795	0.359274	-0.846497	0.874952	-0.846497	0.543324	0.359274	-0.292314	-0.292314	0.359274	0.874952	-0.55398	1.02552	-2.56795	-0.846497	1.77624	1.16747	-0.0556087	0.714669	0.160486	0.0547884	2.08072	0.160486	0.874952	-1.17813	-2.01376	0.160486	0.261869	1.30175	-0.292314	1.30175	0.714669	-2.56795	0.543324	0.359274	0.160486	-0.846497	0.160486	-0.846497	-0.846497	0.359274	-0.292314	0.543324	-0.292314	-0.846497	-0.55398	-0.55398	0.874952	1.02552	0.160486	0.874952	0.543324	0.160486	0.543324	-0.292314	0.160486	1.16747	0.714669	0.714669	0.359274	-0.292314	-0.55398	-0.0556087	0.714669	-2.56795	-1.56096
SRP9	-0.194773	-0.194773	0.699615	-0.743371	-0.194773	-0.194773	-0.194773	0.699615	0.699615	-0.743371	0.699615	0.699615	0.280444	0.280444	0.699615	0.280444	1.41377	1.07458	-0.194773	-0.194773	-0.743371	1.41377	0.280444	-0.194773	0.280444	-0.194773	-0.743371	-1.05303	-0.743371	1.07458	0.280444	-0.194773	-1.39222	1.07458	0.699615	-1.39222	-1.39222	0.280444	-0.194773	-0.743371	0.280444	0.280444	-0.194773	2.74724	0.280444	-0.743371	0.280444	-0.194773	0.699615	0.699615	-0.194773	1.07458	0.699615	0.280444	-1.39222	-0.194773	-0.194773	-1.39222	0.0507612	1.07458	-0.743371	-0.743371	0.280444	-1.39222	-2.18636	-0.194773	3.35883	-3.21017	-0.194773
SRPK1	-0.776935	0.145341	-0.776935	-1.69921	0.684837	0.145341	0.684837	0.145341	0.442247	-0.237438	0.145341	1.06762	0.684837	0.889945	-1.69921	-0.237438	-1.69921	-0.776935	1.98989	-0.237438	-1.69921	1.81222	-1.69921	0.302058	1.22433	0.889945	-0.237438	-0.237438	-1.69921	-1.69921	0.684837	1.06762	-1.69921	0.442247	0.684837	-1.69921	-0.237438	0.684837	-0.237438	-0.776935	1.22433	1.22433	-0.776935	-0.776935	-0.776935	-0.237438	0.889945	-1.69921	1.06762	-0.776935	1.71361	-0.776935	0.145341	0.889945	-0.237438	-0.776935	1.06762	-0.237438	0.684837	1.49134	0.145341	-0.237438	1.60711	0.145341	-0.776935	0.442247	0.684837	0.145341	-0.237438
SRPR	0.182251	-0.418459	1.28743	-1.33044	1.76637	-1.33044	0.630926	-1.33044	-0.81684	-0.418459	0.989187	0.989187	-1.33044	-0.418459	-0.418459	0.819028	-1.33044	0.420646	0.819028	0.989187	-0.418459	0.819028	-0.092957	-0.092957	1.65813	-1.33044	0.182251	-1.33044	-0.60656	-0.81684	-0.60656	0.989187	0.630926	1.41974	0.630926	-3.29181	0.420646	-0.418459	-0.092957	0.182251	1.28743	1.41974	-1.33044	-1.33044	-0.81684	-0.418459	1.76637	1.41974	-0.092957	0.630926	-0.092957	0.182251	-0.092957	0.182251	0.182251	-0.418459	-0.418459	0.420646	0.528881	0.989187	0.819028	0.420646	1.14453	-0.092957	-2.05433	-0.092957	0.420646	-1.33044	-0.81684
SRPRB	0.110519	-1.92195	0.613469	-1.36268	0.374589	0.110519	0.613469	-0.905718	-0.184687	-0.905718	1.39083	0.613469	1.21791	-0.905718	-0.905718	0.110519	-0.519363	-1.92195	1.70453	2.11186	-0.519363	1.55258	-0.519363	-1.36268	2.35074	-0.519363	0.83155	-1.1238	-1.92195	-1.92195	-0.184687	1.03216	0.110519	0.613469	0.613469	-1.92195	-0.519363	0.110519	0.613469	0.110519	0.110519	-0.184687	0.110519	0.110519	-1.36268	-0.519363	0.110519	-0.184687	-0.184687	1.21791	0.83155	-0.184687	1.03216	0.83155	-1.36268	-0.184687	0.83155	0.613469	1.03216	1.21791	0.374589	-0.184687	0.83155	0.374589	-1.92195	0.110519	-0.184687	0.374589	-0.519363
SRRM1	0.381905	-1.52973	0.762278	1.08388	0.381905	-0.683819	0.762278	-0.683819	-0.0836343	-0.683819	0.381905	0.381905	1.08388	2.02685	0.381905	1.828	-1.52973	-0.683819	-0.0836343	2.02685	-1.52973	-0.0836343	1.60819	-0.362218	2.20838	-0.683819	-0.0836343	-0.362218	-0.683819	0.381905	0.580748	0.762278	-0.683819	1.36246	1.60819	-1.52973	-0.683819	-0.683819	-1.52973	-0.683819	0.762278	0.381905	-0.683819	-2.97583	1.08388	-0.0836343	-0.683819	-0.0836343	-0.0836343	-1.52973	-0.0836343	-0.0836343	-0.683819	0.381905	0.762278	-0.0836343	-0.683819	-0.0836343	0.381905	0.762278	-0.683819	1.08388	0.762278	-0.0836343	-0.683819	-1.52973	0.762278	-0.683819	-0.0836343
SRRM2	-0.0694414	-0.53599	0.180553	-0.53599	0.495426	0.292442	1.24569	-0.365122	0.838116	0.060368	-0.53599	0.98565	0.588122	-0.210552	0.060368	-0.94356	-4.09934	0.180553	0.758991	1.61954	-1.85112	0.675806	-0.210552	-0.727005	1.24569	-0.0694414	-0.210552	-1.48923	-0.727005	-0.210552	-0.365122	1.41655	-0.727005	0.060368	1.12087	-1.85112	-0.727005	0.98565	0.060368	-0.94356	1.24569	0.758991	0.060368	-0.0694414	-0.365122	-0.0694414	0.292442	-2.31767	0.675806	0.675806	-0.210552	-0.0694414	0.675806	0.180553	-1.85112	0.397108	0.758991	-1.19355	0.632557	1.30467	-0.0694414	-0.53599	1.46973	-0.365122	0.060368	0.588122	1.84204	0.397108	-0.365122
SRRM3	-0.771302	0.621665	0.621665	0.621665	-0.771302	3.13925	0.621665	-0.771302	-0.771302	0.621665	-0.771302	-0.771302	-0.771302	-0.771302	0.621665	-0.771302	-0.771302	0.621665	1.4365	0.621665	-0.771302	0.621665	1.4365	-0.771302	2.46307	-0.771302	-0.771302	-0.771302	0.621665	0.621665	-0.771302	-0.771302	0.621665	0.621665	0.621665	-0.771302	-0.771302	-0.771302	-0.771302	-0.771302	0.621665	-0.771302	-0.771302	2.01463	0.621665	-0.771302	2.01463	-0.771302	0.621665	-0.771302	-0.771302	0.621665	-0.771302	2.46307	-0.771302	-0.771302	-0.771302	-0.771302	1.4365	-0.771302	-0.771302	0.621665	0.621665	0.621665	0.621665	-0.771302	-0.771302	-0.771302	-0.771302
SRRT	-0.310648	-0.310648	0.409086	-0.766787	-0.766787	-1.32506	0.409086	-0.766787	0.967355	-0.766787	0.967355	1.62375	0.0750122	1.20581	-0.766787	0.70376	-1.32506	-0.766787	0.967355	0.70376	0.70376	0.70376	-1.32506	0.560759	0.70376	-0.766787	0.0750122	-1.65913	-3.0592	0.0750122	0.409086	0.967355	-2.04479	1.62375	0.0750122	-1.32506	1.42349	0.0750122	-1.32506	0.0750122	0.967355	0.409086	0.0750122	-0.310648	0.0750122	0.409086	1.42349	-0.766787	0.70376	-1.32506	1.20581	0.0750122	-0.766787	-0.310648	0.409086	-1.32506	0.967355	0.70376	0.0750122	1.62375	0.409086	0.409086	0.967355	0.409086	-1.32506	0.0750122	0.967355	-2.04479	-0.310648
SRSF1	0.0530435	-0.828931	-0.578402	-0.27178	0.76936	-0.366583	-0.0212506	0.374055	-0.828931	-1.53086	-1.13555	0.680678	0.374055	-0.828931	-0.0212506	-0.366583	-3.99293	0.374055	-0.183097	-2.08801	0.484042	-2.48332	0.680678	0.725734	1.0055	0.811644	0.254492	-0.899414	-0.899414	1.0055	0.610195	1.20695	0.484042	1.32651	1.20695	-0.828931	-0.468415	0.931207	-0.27178	0.852665	0.968856	0.725734	0.76936	0.315574	0.0530435	-0.697965	-0.366583	-0.578402	0.0530435	-0.468415	-2.08801	0.430149	-0.27178	0.535901	-1.13555	-0.973708	1.0055	0.190569	0.680678	1.67819	0.634093	0.811644	0.852665	-0.578402	-0.27178	1.0055	1.46267	-0.183097	0.123526
SRSF10	0.692832	-0.65584	-0.65584	-0.65584	-1.72634	1.17419	-0.65584	-0.65584	-0.65584	-0.65584	-1.72634	1.17419	1.58118	-0.65584	0.103693	0.103693	-3.55637	-0.65584	1.58118	0.692832	0.692832	0.103693	-0.65584	1.17419	0.103693	0.692832	0.103693	0.103693	-1.1372	0.103693	1.38552	0.692832	0.103693	0.692832	0.692832	-0.65584	-0.65584	0.692832	1.58118	1.17419	-0.65584	-0.65584	1.58118	-0.65584	1.17419	0.103693	0.692832	-1.72634	-0.65584	1.17419	0.103693	-1.72634	0.103693	-0.65584	0.103693	-0.65584	-0.65584	-1.72634	0.414662	-0.65584	0.103693	1.58118	1.17419	1.17419	0.103693	0.103693	0.103693	-0.65584	0.103693
SRSF11	-0.177511	0.655832	-0.177511	-1.35204	-1.35204	-1.35204	-0.177511	-1.35204	0.655832	0.655832	1.83036	-0.177511	0.655832	-0.177511	-0.177511	1.30222	-1.35204	-0.177511	-0.177511	0.655832	-1.35204	-1.35204	-1.35204	-0.177511	0.655832	0.655832	1.30222	-1.35204	-1.35204	0.655832	0.99702	0.655832	-1.35204	1.30222	0.655832	-1.35204	-0.177511	0.655832	-1.35204	-1.35204	0.655832	-0.177511	-0.177511	0.655832	1.30222	1.83036	-0.177511	-0.177511	-1.35204	-1.35204	0.655832	-0.177511	-0.177511	0.655832	-1.35204	-0.177511	-0.177511	0.655832	-0.177511	2.66371	-0.177511	0.655832	1.30222	1.30222	1.30222	-0.177511	-0.177511	-1.35204	0.655832
SRSF2	-0.0912367	-1.04888	-1.04888	-0.0912367	0.539545	0.25056	-1.04888	0.789876	-1.04888	-0.509562	-1.809	-0.509562	0.539545	-0.509562	0.539545	0.25056	-1.04888	0.789876	-0.0912367	-1.809	-0.509562	-1.04888	1.55	-0.288755	0.789876	0.25056	-0.509562	-0.288755	-0.0912367	1.55	1.55	1.38688	0.25056	1.38688	1.38688	-1.04888	0.25056	0.789876	-0.0912367	-0.0912367	1.55	0.789876	0.789876	-0.509562	0.789876	-1.809	-0.0912367	0.25056	0.25056	0.539545	-1.04888	-1.04888	-1.809	-0.0912367	-1.809	-1.04888	0.539545	-1.04888	0.789876	2.08931	0.789876	1.55	1.38688	-1.809	-0.0912367	1.2082	0.25056	-1.04888	-0.509562
SRSF3	0.0959485	-0.122344	-0.643032	1.06973	-0.962411	-0.122344	-0.962411	-1.34016	-0.962411	-0.122344	-1.34016	-0.366374	1.42578	-0.643032	-0.366374	-0.366374	-4.67469	0.473693	0.793072	-0.962411	-0.643032	-0.366374	0.0959485	-0.0103241	1.19534	1.42578	-0.122344	-1.14269	-0.122344	0.473693	1.00395	1.31376	0.0959485	1.06973	1.06973	-0.643032	-0.122344	1.31376	-0.122344	0.293418	0.936016	0.0959485	1.31376	-0.366374	0.639531	-1.34016	-0.962411	-0.962411	0.293418	0.639531	-1.80248	0.293418	0.0959485	0.0959485	-0.366374	-0.366374	1.06973	0.0959485	0.936016	1.42578	0.293418	0.473693	0.936016	-1.34016	0.473693	0.793072	0.0959485	-0.643032	1.19534
SRSF6	-0.228697	-0.99814	1.08667	0.317231	-0.228697	0.740686	-0.228697	0.317231	-0.228697	-0.99814	-2.31351	-0.228697	0.317231	-0.99814	-0.99814	0.740686	-2.31351	0.317231	1.3792	-2.31351	0.317231	-2.31351	0.317231	0.317231	-0.228697	0.740686	-0.228697	-0.99814	-0.99814	1.3792	0.740686	1.08667	0.317231	1.6326	0.317231	-0.99814	-0.228697	0.740686	0.317231	-0.228697	-0.228697	1.08667	1.08667	0.317231	0.317231	-2.31351	-0.228697	-0.99814	-0.228697	-0.228697	-0.99814	1.3792	0.740686	0.317231	-0.228697	-0.228697	1.3792	-0.228697	0.0638312	1.6326	1.6326	1.3792	-0.228697	-0.99814	-0.228697	1.3792	-0.228697	-0.99814	0.740686
SRSF7	0.230218	-0.682589	-0.193473	0.230218	-0.193473	1.24066	-0.682589	-0.193473	-0.193473	-0.193473	-0.682589	-0.682589	-0.193473	-0.193473	0.230218	-0.193473	-4.16845	0.938246	1.51675	-0.193473	-0.193473	-1.26109	0.60394	-0.958673	0.938246	0.938246	-0.193473	-0.958673	-1.5954	1.24066	-0.193473	1.24066	0.60394	2.22477	0.60394	-0.682589	0.60394	0.938246	0.60394	0.60394	0.60394	0.230218	1.24066	-0.682589	-0.193473	0.230218	-1.26109	-1.96912	-0.682589	0.60394	-1.26109	1.51675	-0.682589	0.60394	-1.26109	0.230218	0.938246	-0.682589	0.775494	0.938246	0.60394	0.230218	1.24066	-1.26109	-0.193473	-0.193473	0.938246	-1.26109	-0.193473
SRSF9	-1.12281	-1.68686	0.236234	0.467169	0.860621	-0.0255787	-0.0255787	-0.685294	0.236234	-0.685294	-1.12281	0.860621	0.860621	0.236234	-0.0255787	1.03122	-1.12281	1.71414	0.236234	-0.327819	0.236234	0.236234	-0.685294	0.860621	1.03122	0.467169	1.03122	-0.891872	-1.68686	0.236234	-0.498421	1.59528	-0.685294	1.03122	1.33346	-1.68686	-1.12281	0.467169	0.467169	0.673748	1.93222	-0.685294	0.673748	-0.0255787	1.03122	-1.12281	-0.327819	-1.68686	-1.68686	-1.12281	-0.327819	0.467169	-2.48185	0.467169	-2.48185	0.236234	1.46874	0.236234	0.109694	1.46874	0.467169	0.673748	0.236234	0.236234	-0.685294	1.03122	0.467169	-1.12281	0.236234
SSB	-0.640349	0.308974	-1.12768	-0.424161	-0.424161	1.26729	0.466699	-2.05667	-0.222895	-0.87385	0.466699	0.308974	0.894371	-0.222895	-0.424161	1.3817	-1.40572	-0.87385	1.4918	0.758663	-1.71308	1.1482	-0.222895	0.226794	0.758663	0.758663	0.142231	-2.44621	-1.71308	0.758663	0.142231	1.4918	-0.87385	1.59789	0.308974	-0.222895	-0.87385	0.616332	0.616332	-1.12768	0.758663	-0.222895	0.466699	-0.222895	-0.0346232	-1.40572	1.02405	-1.71308	0.758663	0.758663	0.894371	-1.12768	-0.0346232	-0.0346232	0.308974	-1.71308	0.616332	0.616332	0.226794	1.70026	0.758663	1.70026	-0.222895	-0.0346232	-0.424161	-2.05667	0.616332	-0.87385	0.894371
SSBP1	0.324324	0.324324	-0.492989	-1.64493	0.49656	-0.74019	0.812555	-1.01097	0.49656	-0.492989	0.95828	-1.64493	1.35535	-0.0550426	0.49656	-0.492989	-3.61417	-0.492989	0.812555	0.324324	-0.0550426	0.324324	-0.0550426	-0.0550426	-0.265585	0.95828	-0.492989	-1.3103	-1.3103	1.35535	0.140968	0.49656	-0.0550426	1.09689	1.09689	-1.64493	0.140968	-0.492989	0.140968	-0.74019	0.95828	0.49656	1.22906	0.658948	-0.74019	-2.46224	0.49656	-1.64493	1.22906	0.140968	0.49656	1.59224	-0.492989	0.140968	-0.492989	-1.64493	-0.265585	-0.0550426	0.49656	1.47626	-0.0550426	1.35535	1.09689	-0.0550426	0.324324	-0.265585	1.59224	-0.74019	0.140968
SSH3	-1.51536	-0.344984	0.339643	0.825394	0.825394	0.825394	1.20217	0.339643	1.99577	0.339643	0.339643	0.339643	-1.51536	-0.344984	-1.51536	-0.344984	-1.51536	-0.344984	0.825394	0.339643	-0.344984	1.20217	-0.344984	0.825394	-1.51536	1.7703	-1.51536	0.339643	-1.51536	1.20217	-1.51536	-1.51536	-0.344984	0.339643	-0.344984	-1.51536	1.20217	0.339643	0.339643	0.339643	-0.344984	1.51002	-1.51536	-1.51536	-1.51536	-0.344984	1.51002	-1.51536	0.825394	-0.344984	-0.344984	-0.344984	-0.344984	-1.51536	0.825394	0.339643	0.339643	0.825394	0.0317936	1.7703	-0.344984	1.51002	0.339643	0.339643	0.825394	0.825394	0.339643	-0.344984	-0.344984
SSR1	-0.117114	0.245782	1.4047	-0.522797	-0.117114	-0.982723	-0.982723	0.574061	0.574061	-2.14164	0.574061	-0.522797	-0.117114	1.64234	-1.51367	1.64234	0.245782	-0.982723	0.245782	1.4047	0.245782	0.574061	-0.982723	0.245782	1.64234	-0.982723	1.14945	-0.982723	-0.982723	0.873757	0.245782	-0.117114	0.245782	1.4047	1.14945	-2.91022	0.245782	-0.522797	-0.982723	-0.522797	-0.117114	1.86463	0.245782	-1.51367	0.245782	0.873757	0.873757	0.574061	-0.982723	-1.51367	-0.982723	-1.51367	-0.982723	0.245782	0.245782	1.14945	0.245782	0.574061	0.413831	-0.117114	0.574061	0.245782	0.574061	-0.117114	-0.522797	1.14945	0.245782	0.574061	-2.14164
SSR4	1.27589	1.11378	0.758783	0.125891	-1.02411	1.27589	-1.40284	-0.391219	0.941831	0.563102	-0.120895	0.125891	0.352913	0.352913	0.125891	0.563102	-0.391219	-1.02411	1.11378	1.57472	-0.120895	0.563102	0.352913	0.241673	1.57472	0.758783	-1.40284	-1.20716	0.241673	0.758783	0.352913	0.352913	-0.690049	1.11378	0.941831	-2.35716	-1.02411	0.352913	0.941831	-0.120895	0.758783	-0.391219	0.758783	-1.84005	-1.40284	-1.40284	-0.120895	-0.391219	0.352913	0.758783	0.352913	-0.391219	0.563102	1.42924	-1.40284	-0.120895	0.758783	-1.84005	0.941831	-0.391219	0.125891	0.352913	0.758783	-1.02411	0.563102	0.563102	-1.84005	-2.99005	-1.02411
SSRP1	-0.295969	-0.560822	0.530916	0.155269	0.697559	0.350928	0.350928	-0.560822	0.155269	-0.861087	0.350928	0.997824	0.697559	1.4996	-0.560822	1.4996	-1.20772	-0.0590498	1.38426	1.4996	-0.295969	-0.0590498	-0.0590498	1.19933	1.13415	0.350928	-0.0590498	-0.861087	-2.76636	-1.20772	0.776467	1.90957	-0.861087	0.530916	1.26268	-2.76636	-0.861087	0.350928	-0.0590498	-0.560822	0.852699	-0.560822	-0.295969	0.155269	-0.0590498	-0.0590498	0.350928	-2.11947	-0.0590498	-1.6177	-0.560822	1.13415	0.155269	0.155269	0.155269	0.530916	0.350928	-2.76636	-0.295969	0.697559	0.350928	0.697559	1.26268	-0.295969	-1.20772	-0.0590498	0.997824	-1.20772	0.155269
ST13	-1.2021	-0.917659	-0.409139	-0.179796	0.0356385	0.430888	-0.409139	-0.65431	0.430888	-0.65431	-2.64295	0.430888	0.786542	-1.5113	0.0356385	1.93354	-0.179796	0.786542	-0.179796	-0.409139	0.613162	-0.65431	0.613162	-0.0704464	0.951855	-0.65431	-0.179796	-0.783546	-2.03227	1.93354	1.03171	0.951855	1.26106	2.05402	0.238755	-1.5113	-0.179796	0.238755	0.430888	-0.917659	1.26106	1.26106	0.238755	0.613162	0.430888	-0.179796	1.26106	-1.2021	0.0356385	1.40612	-1.2021	-0.917659	0.238755	0.0356385	-2.2244	-0.179796	0.0356385	-0.179796	0.70091	0.786542	-0.65431	1.80884	1.10982	-1.2021	0.0356385	-0.179796	0.0356385	-1.84999	-0.179796
