Edge	NodeA	NodeB	InteractionType	CIN_dikNew	CIN_sigEdge	CIN_dir	CIN_absdiknew	Invasive_dikNew	Invasive_sigEdge	Invasive_dir	Invasive_absdiknew	MSIorCIMP_dikNew	MSIorCIMP_sigEdge	MSIorCIMP_dir	MSIorCIMP_absdiknew
PTBP1_prot_SSBP3_mrna	PTBP1_prot	SSBP3_mrna	tf	0.215037	tf	up	0.215037	-0	died	died	0	-0	died	died	0
PTBP1_prot_ZMAT1_mrna	PTBP1_prot	ZMAT1_mrna	tf	0.0590608	tf	up	0.0590608	-0	died	died	0	-0	died	died	0
PTK2_prot_SAE1_prot	PTK2_prot	SAE1_prot	ppi	0.0800921	ppi	up	0.0800921	-0	died	died	0	-0	died	died	0
PTK2_prot_SHC1_prot	PTK2_prot	SHC1_prot	ppi	0.000913356	ppi	up	0.000913356	-0	died	died	0	-0	died	died	0
PTK2_prot_SRC_prot	PTK2_prot	SRC_prot	ppi	0.118446	ppi	up	0.118446	0	died	died	0	-0.137713	ppi	down	0.137713
PTK2_prot_TNS3_prot	PTK2_prot	TNS3_prot	ppi	0.396882	ppi	up	0.396882	-0	died	died	0	-0	died	died	0
PTPN11_prot_RPIA_prot	PTPN11_prot	RPIA_prot	ppi	-0	died	died	0	0.152435	ppi	up	0.152435	-0	died	died	0
PTPN11_prot_SRC_prot	PTPN11_prot	SRC_prot	ppi	0	died	died	0	0.0987756	ppi	up	0.0987756	-0	died	died	0
PUF60_prot_LRRC6_mrna	PUF60_prot	LRRC6_mrna	tf	-0	died	died	0	0.11236	tf	up	0.11236	-0	died	died	0
PWP2_prot_ADARB1_mrna	PWP2_prot	ADARB1_mrna	tf	0	died	died	0	-0.0758384	tf	down	0.0758384	0	died	died	0
PWP2_prot_FNDC5_mrna	PWP2_prot	FNDC5_mrna	tf	0.0683122	tf	up	0.0683122	-0	died	died	0	-0	died	died	0
PWP2_prot_MBD6_mrna	PWP2_prot	MBD6_mrna	tf	0.061743	tf	up	0.061743	-0	died	died	0	-0	died	died	0
PYCR2_prot_PYCRL_prot	PYCR2_prot	PYCRL_prot	ppi	0.176353	ppi	up	0.176353	-0	died	died	0	-0	died	died	0
PYCR2_prot_RELA_prot	PYCR2_prot	RELA_prot	ppi	0.0503114	ppi	up	0.0503114	-0	died	died	0	-0	died	died	0
QARS_prot_VBP1_prot	QARS_prot	VBP1_prot	ppi	0	died	died	0	0.0537886	ppi	up	0.0537886	-0	died	died	0
QPRT_prot_SATB2_prot	QPRT_prot	SATB2_prot	ppi	0.277057	ppi	up	0.277057	0	died	died	0	-0.00980962	ppi	down	0.00980962
QPRT_prot_SCAF4_prot	QPRT_prot	SCAF4_prot	ppi	0.0211857	ppi	up	0.0211857	0	died	died	0	-0	died	died	0
QPRT_prot_SF3A1_prot	QPRT_prot	SF3A1_prot	ppi	0.0753191	ppi	up	0.0753191	-0	died	died	0	-0	died	died	0
QPRT_prot_SMARCD2_prot	QPRT_prot	SMARCD2_prot	ppi	0.0445751	ppi	up	0.0445751	0	died	died	0	-0	died	died	0
QPRT_prot_TBL1XR1_prot	QPRT_prot	TBL1XR1_prot	ppi	0.205158	ppi	up	0.205158	-0	died	died	0	-0	died	died	0
RAB3GAP2_prot_VAPB_prot	RAB3GAP2_prot	VAPB_prot	ppi	0	died	died	0	0	died	died	0	-0.0344422	ppi	down	0.0344422
RAD21_prot_ADGRB2_mrna	RAD21_prot	ADGRB2_mrna	tf	0	died	died	0	-0.0067722	tf	down	0.0067722	0	died	died	0
RAD21_prot_C9orf114_mrna	RAD21_prot	C9orf114_mrna	tf	0.000464906	tf	up	0.000464906	-0	died	died	0	-0	died	died	0
RAD21_prot_CATSPERG_mrna	RAD21_prot	CATSPERG_mrna	tf	0	died	died	0	-0.0220781	tf	down	0.0220781	0	died	died	0
RAD21_prot_CIB2_mrna	RAD21_prot	CIB2_mrna	tf	0.0744844	tf	up	0.0744844	-0	died	died	0	-0	died	died	0
RAD21_prot_COL6A2_mrna	RAD21_prot	COL6A2_mrna	tf	0	died	died	0	-0.304018	tf	down	0.304018	0	died	died	0
RAD21_prot_DAB1_mrna	RAD21_prot	DAB1_mrna	tf	0.180259	tf	up	0.180259	-0	died	died	0	-0	died	died	0
RAD21_prot_EVA1B_mrna	RAD21_prot	EVA1B_mrna	tf	0.333331	tf	up	0.333331	-0.272458	tf	down	0.272458	-0	died	died	0
RAD21_prot_FAM179B_mrna	RAD21_prot	FAM179B_mrna	tf	0.115095	tf	up	0.115095	-0	died	died	0	-0	died	died	0
RAD21_prot_FHOD1_mrna	RAD21_prot	FHOD1_mrna	tf	-0	died	died	0	-0.0935927	tf	down	0.0935927	0	died	died	0
RAD21_prot_GNAL_mrna	RAD21_prot	GNAL_mrna	tf	0.0638756	tf	up	0.0638756	0	died	died	0	-0	died	died	0
RAD21_prot_GPR3_mrna	RAD21_prot	GPR3_mrna	tf	0	died	died	0	-0.0240027	tf	down	0.0240027	0	died	died	0
RAD21_prot_IPP_mrna	RAD21_prot	IPP_mrna	tf	0.0236737	tf	up	0.0236737	-0	died	died	0	-0	died	died	0
RAD21_prot_KCNH3_mrna	RAD21_prot	KCNH3_mrna	tf	0.0837513	tf	up	0.0837513	-0	died	died	0	-0	died	died	0
RAD21_prot_KIF26A_mrna	RAD21_prot	KIF26A_mrna	tf	0.0467627	tf	up	0.0467627	-0	died	died	0	-0	died	died	0
RAD21_prot_MYO1F_mrna	RAD21_prot	MYO1F_mrna	tf	0	died	died	0	-0.00569085	tf	down	0.00569085	0	died	died	0
RAD21_prot_OMA1_mrna	RAD21_prot	OMA1_mrna	tf	0.0485001	tf	up	0.0485001	-0	died	died	0	-0	died	died	0
RAD21_prot_PINK1_mrna	RAD21_prot	PINK1_mrna	tf	0.078128	tf	up	0.078128	-0	died	died	0	-0	died	died	0
RAD21_prot_PRAP1_mrna	RAD21_prot	PRAP1_mrna	tf	0	died	died	0	0	died	died	0	-0.171235	tf	down	0.171235
RAD21_prot_PRND_mrna	RAD21_prot	PRND_mrna	tf	0	died	died	0	-0.146882	tf	down	0.146882	0	died	died	0
RAD21_prot_R3HDM2_mrna	RAD21_prot	R3HDM2_mrna	tf	0.0547819	tf	up	0.0547819	-0	died	died	0	-0	died	died	0
RAD21_prot_RHOBTB2_mrna	RAD21_prot	RHOBTB2_mrna	tf	0.0444893	tf	up	0.0444893	-0	died	died	0	-0	died	died	0
RAD21_prot_SH3D21_mrna	RAD21_prot	SH3D21_mrna	tf	0.758315	tf	up	0.758315	-0.00871142	tf	down	0.00871142	-0	died	died	0
RAD21_prot_SLC23A2_mrna	RAD21_prot	SLC23A2_mrna	tf	0	died	died	0	-0.284496	tf	down	0.284496	0	died	died	0
RAD21_prot_SLC9A5_mrna	RAD21_prot	SLC9A5_mrna	tf	-0	died	died	0	-0.192608	tf	down	0.192608	0	died	died	0
RAD50_prot_SMC1A_prot	RAD50_prot	SMC1A_prot	ppi	0.0792331	ppi	up	0.0792331	0	died	died	0	-0.104379	ppi	down	0.104379
RAD50_prot_TP53BP1_prot	RAD50_prot	TP53BP1_prot	ppi	0.18458	ppi	up	0.18458	0	died	died	0	-0.444471	ppi	down	0.444471
RAE1_prot_AIFM3_mrna	RAE1_prot	AIFM3_mrna	tf	0	died	died	0	0	died	died	0	-0.23506	tf	down	0.23506
RAE1_prot_CDK4_mrna	RAE1_prot	CDK4_mrna	tf	0.163491	tf	up	0.163491	-0	died	died	0	-0	died	died	0
RAE1_prot_CSTF2_mrna	RAE1_prot	CSTF2_mrna	tf	0.0895486	tf	up	0.0895486	-0	died	died	0	-0	died	died	0
RAE1_prot_ITGA9_mrna	RAE1_prot	ITGA9_mrna	tf	0.0892602	tf	up	0.0892602	-0	died	died	0	-0	died	died	0
RAE1_prot_LHFP_mrna	RAE1_prot	LHFP_mrna	tf	0	died	died	0	-0.0676753	tf	down	0.0676753	0	died	died	0
RAE1_prot_NFIA_mrna	RAE1_prot	NFIA_mrna	tf	0.150147	tf	up	0.150147	-0	died	died	0	-0	died	died	0
RAE1_prot_NONO_mrna	RAE1_prot	NONO_mrna	tf	0.344404	tf	up	0.344404	-0	died	died	0	-0	died	died	0
RAE1_prot_PODN_mrna	RAE1_prot	PODN_mrna	tf	0.801845	tf	up	0.801845	-0.0825493	tf	down	0.0825493	-0	died	died	0
RAE1_prot_TXNDC12_mrna	RAE1_prot	TXNDC12_mrna	tf	0.0317342	tf	up	0.0317342	-0	died	died	0	-0	died	died	0
RAE1_prot_YRDC_mrna	RAE1_prot	YRDC_mrna	tf	0.0013101	tf	up	0.0013101	-0	died	died	0	-0	died	died	0
RAI14_prot_KIRREL_mrna	RAI14_prot	KIRREL_mrna	tf	0	died	died	0	-0.156986	tf	down	0.156986	0	died	died	0
RAI14_prot_MYO10_mrna	RAI14_prot	MYO10_mrna	tf	0.268	tf	up	0.268	-0	died	died	0	-0	died	died	0
RAI14_prot_VAPB_prot	RAI14_prot	VAPB_prot	ppi	0.433484	ppi	up	0.433484	0	died	died	0	-0.11674	ppi	down	0.11674
RAI14_prot_WWTR1_mrna	RAI14_prot	WWTR1_mrna	tf	0	died	died	0	-0.32607	tf	down	0.32607	0	died	died	0
RAI14_prot_YWHAB_prot	RAI14_prot	YWHAB_prot	ppi	0.364501	ppi	up	0.364501	-0	died	died	0	-0	died	died	0
RAI14_prot_YWHAG_prot	RAI14_prot	YWHAG_prot	ppi	0.044724	ppi	up	0.044724	-0	died	died	0	-0	died	died	0
RAI14_prot_YWHAZ_prot	RAI14_prot	YWHAZ_prot	ppi	0.297676	ppi	up	0.297676	-0	died	died	0	-0	died	died	0
RALY_prot_RBM39_prot	RALY_prot	RBM39_prot	ppi	0.272349	ppi	up	0.272349	-0	died	died	0	-0	died	died	0
RALY_prot_RBMX_prot	RALY_prot	RBMX_prot	ppi	0.262092	ppi	up	0.262092	-0	died	died	0	-0	died	died	0
RALY_prot_STAU1_prot	RALY_prot	STAU1_prot	ppi	0.260047	ppi	up	0.260047	0	died	died	0	-0.140679	ppi	down	0.140679
RANBP1_prot_SCARB1_mrna	RANBP1_prot	SCARB1_mrna	tf	0.0774555	tf	up	0.0774555	-0	died	died	0	-0	died	died	0
RAN_prot_XPO4_prot	RAN_prot	XPO4_prot	ppi	-0	died	died	0	0.17735	ppi	up	0.17735	-0	died	died	0
RASA1_prot_SRC_prot	RASA1_prot	SRC_prot	ppi	0	died	died	0	0	died	died	0	-0.0962691	ppi	down	0.0962691
RBBP4_prot_BUB1_mrna	RBBP4_prot	BUB1_mrna	tf	-0.00347585	tf	down	0.00347585	0	died	died	0	0	died	died	0
RBM12_prot_SQLE_mrna	RBM12_prot	SQLE_mrna	tf	0	died	died	0	0.0813473	tf	up	0.0813473	-0	died	died	0
RBM12_prot_TOP2A_mrna	RBM12_prot	TOP2A_mrna	tf	-0	died	died	0	0.00841338	tf	up	0.00841338	-0	died	died	0
RBM14_prot_GLRX3_mrna	RBM14_prot	GLRX3_mrna	tf	-0	died	died	0	0.213042	tf	up	0.213042	-0	died	died	0
RBM14_prot_LSM12_mrna	RBM14_prot	LSM12_mrna	tf	-0	died	died	0	0.101007	tf	up	0.101007	-0	died	died	0
RBM14_prot_MRPL30_mrna	RBM14_prot	MRPL30_mrna	tf	-0	died	died	0	0.0511379	tf	up	0.0511379	-0	died	died	0
RBM14_prot_SLC40A1_mrna	RBM14_prot	SLC40A1_mrna	tf	-0	died	died	0	0.404619	tf	up	0.404619	-0	died	died	0
RBM14_prot_SNRPA1_prot	RBM14_prot	SNRPA1_prot	ppi	0	died	died	0	0.0320582	ppi	up	0.0320582	-0	died	died	0
RBM14_prot_TAOK1_mrna	RBM14_prot	TAOK1_mrna	tf	-0	died	died	0	0.000359821	tf	up	0.000359821	-0	died	died	0
RBM14_prot_UBE2L3_mrna	RBM14_prot	UBE2L3_mrna	tf	-0	died	died	0	0.174758	tf	up	0.174758	-0	died	died	0
RBM28_prot_C9orf114_mrna	RBM28_prot	C9orf114_mrna	tf	0.00164394	tf	up	0.00164394	-0	died	died	0	-0	died	died	0
RBM39_prot_FNBP1_mrna	RBM39_prot	FNBP1_mrna	tf	0.0414829	tf	up	0.0414829	-0	died	died	0	-0	died	died	0
RBM39_prot_FUBP1_mrna	RBM39_prot	FUBP1_mrna	tf	0.183108	tf	up	0.183108	-0	died	died	0	-0	died	died	0
RBM39_prot_PLEKHM2_mrna	RBM39_prot	PLEKHM2_mrna	tf	0.0927638	tf	up	0.0927638	-0	died	died	0	-0	died	died	0
RBM39_prot_SEPT2_prot	RBM39_prot	SEPT2_prot	ppi	0.305949	ppi	up	0.305949	-0	died	died	0	-0	died	died	0
RBM39_prot_SEPT7_prot	RBM39_prot	SEPT7_prot	ppi	0.0192274	ppi	up	0.0192274	-0	died	died	0	-0	died	died	0
RBM39_prot_SFPQ_mrna	RBM39_prot	SFPQ_mrna	tf	0.238811	tf	up	0.238811	-0	died	died	0	-0	died	died	0
RBM39_prot_TOP1_prot	RBM39_prot	TOP1_prot	ppi	0.0137699	ppi	up	0.0137699	0	died	died	0	-0	died	died	0
RBM39_prot_TRA2B_prot	RBM39_prot	TRA2B_prot	ppi	0.219938	ppi	up	0.219938	-0	died	died	0	-0	died	died	0
RBM39_prot_TRMT112_prot	RBM39_prot	TRMT112_prot	ppi	0.182559	ppi	up	0.182559	-0	died	died	0	-0	died	died	0
RBM39_prot_U2AF2_prot	RBM39_prot	U2AF2_prot	ppi	0.0388514	ppi	up	0.0388514	-0	died	died	0	-0	died	died	0
RBM39_prot_XRCC6_prot	RBM39_prot	XRCC6_prot	ppi	0.0465589	ppi	up	0.0465589	-0	died	died	0	-0	died	died	0
RBM39_prot_YWHAZ_prot	RBM39_prot	YWHAZ_prot	ppi	0.224262	ppi	up	0.224262	-0	died	died	0	-0	died	died	0
RBM8A_prot_BUD31_mrna	RBM8A_prot	BUD31_mrna	tf	-0.0348796	tf	down	0.0348796	0	died	died	0	0	died	died	0
RBM8A_prot_C20orf194_mrna	RBM8A_prot	C20orf194_mrna	tf	-0	died	died	0	-0.0612487	tf	down	0.0612487	0	died	died	0
RBMX_prot_SF3B4_prot	RBMX_prot	SF3B4_prot	ppi	0.107345	ppi	up	0.107345	-0	died	died	0	-0	died	died	0
RBMX_prot_TRA2B_prot	RBMX_prot	TRA2B_prot	ppi	0.149983	ppi	up	0.149983	-0	died	died	0	-0	died	died	0
RECQL_prot_ECHDC2_mrna	RECQL_prot	ECHDC2_mrna	tf	0.61322	tf	up	0.61322	-0	died	died	0	-0	died	died	0
RELA_prot_A2M_mrna	RELA_prot	A2M_mrna	tf	0	died	died	0	-0.000773299	tf	down	0.000773299	0	died	died	0
RELA_prot_ADORA1_mrna	RELA_prot	ADORA1_mrna	tf	0	died	died	0	-0.0878561	tf	down	0.0878561	0	died	died	0
RELA_prot_AGT_mrna	RELA_prot	AGT_mrna	tf	0.191493	tf	up	0.191493	-0	died	died	0	-0	died	died	0
RELA_prot_ALOX5AP_mrna	RELA_prot	ALOX5AP_mrna	tf	-0	died	died	0	-0.130243	tf	down	0.130243	0.00857316	tf	up	0.00857316
RELA_prot_AREG_mrna	RELA_prot	AREG_mrna	tf	0.327261	tf	up	0.327261	0	died	died	0	-0.414303	tf	down	0.414303
RELA_prot_BACE1_mrna	RELA_prot	BACE1_mrna	tf	0.123809	tf	up	0.123809	-0	died	died	0	-0	died	died	0
RELA_prot_BASP1_mrna	RELA_prot	BASP1_mrna	tf	0	died	died	0	-0.427904	tf	down	0.427904	0	died	died	0
RELA_prot_BGN_mrna	RELA_prot	BGN_mrna	tf	0	died	died	0	-0.0426297	tf	down	0.0426297	0	died	died	0
RELA_prot_C1orf109_mrna	RELA_prot	C1orf109_mrna	tf	0.0294657	tf	up	0.0294657	-0	died	died	0	-0	died	died	0
RELA_prot_CASP9_mrna	RELA_prot	CASP9_mrna	tf	0.144112	tf	up	0.144112	-0	died	died	0	-0	died	died	0
RELA_prot_CCR3_mrna	RELA_prot	CCR3_mrna	tf	0	died	died	0	-0.149238	tf	down	0.149238	0	died	died	0
RELA_prot_CD40_mrna	RELA_prot	CD40_mrna	tf	-0	died	died	0	-0	died	died	0	0.255251	tf	up	0.255251
RELA_prot_CD86_mrna	RELA_prot	CD86_mrna	tf	-0	died	died	0	-0.0173542	tf	down	0.0173542	0	died	died	0
RELA_prot_CDK4_mrna	RELA_prot	CDK4_mrna	tf	0.11613	tf	up	0.11613	-0	died	died	0	-0	died	died	0
RELA_prot_CEP104_mrna	RELA_prot	CEP104_mrna	tf	0.0365923	tf	up	0.0365923	-0	died	died	0	-0	died	died	0
RELA_prot_COL2A1_mrna	RELA_prot	COL2A1_mrna	tf	0.573096	tf	up	0.573096	-0	died	died	0	-0	died	died	0
RELA_prot_COL7A1_mrna	RELA_prot	COL7A1_mrna	tf	0	died	died	0	-0.257335	tf	down	0.257335	0	died	died	0
RELA_prot_CSF1_mrna	RELA_prot	CSF1_mrna	tf	0	died	died	0	-0.166407	tf	down	0.166407	0	died	died	0
RELA_prot_CYP27B1_mrna	RELA_prot	CYP27B1_mrna	tf	0	died	died	0	-0.0773986	tf	down	0.0773986	0	died	died	0
RELA_prot_DRD2_mrna	RELA_prot	DRD2_mrna	tf	0.283255	tf	up	0.283255	-0	died	died	0	-0	died	died	0
RELA_prot_FAF1_mrna	RELA_prot	FAF1_mrna	tf	0.153899	tf	up	0.153899	-0	died	died	0	-0	died	died	0
RELA_prot_FGFR3_mrna	RELA_prot	FGFR3_mrna	tf	0.462843	tf	up	0.462843	-0	died	died	0	-0	died	died	0
RELA_prot_FLT4_mrna	RELA_prot	FLT4_mrna	tf	0	died	died	0	-0.0653413	tf	down	0.0653413	0	died	died	0
RELA_prot_GNRH2_mrna	RELA_prot	GNRH2_mrna	tf	0	died	died	0	-0.202841	tf	down	0.202841	0	died	died	0
RELA_prot_HDAC7_mrna	RELA_prot	HDAC7_mrna	tf	0	died	died	0	-0.240861	tf	down	0.240861	0	died	died	0
RELA_prot_ICAM1_mrna	RELA_prot	ICAM1_mrna	tf	-0	died	died	0	-0.018292	tf	down	0.018292	0	died	died	0
RELA_prot_IFNG_mrna	RELA_prot	IFNG_mrna	tf	0	died	died	0	-0.124149	tf	down	0.124149	0	died	died	0
RELA_prot_ITGAX_mrna	RELA_prot	ITGAX_mrna	tf	-0	died	died	0	-0	died	died	0	0.107347	tf	up	0.107347
RELA_prot_LPL_mrna	RELA_prot	LPL_mrna	tf	0.0371273	tf	up	0.0371273	-0	died	died	0	-0	died	died	0
RELA_prot_MGAT4B_mrna	RELA_prot	MGAT4B_mrna	tf	0.229189	tf	up	0.229189	-0	died	died	0	-0	died	died	0
RELA_prot_MMP14_mrna	RELA_prot	MMP14_mrna	tf	0	died	died	0	-0.068109	tf	down	0.068109	0	died	died	0
RELA_prot_MMP2_mrna	RELA_prot	MMP2_mrna	tf	-0	died	died	0	-0.0661678	tf	down	0.0661678	0	died	died	0
RELA_prot_MMP9_mrna	RELA_prot	MMP9_mrna	tf	-0.174347	tf	down	0.174347	-0	died	died	0	0.492577	tf	up	0.492577
RELA_prot_MYO9B_mrna	RELA_prot	MYO9B_mrna	tf	0	died	died	0	-0.0968532	tf	down	0.0968532	0	died	died	0
RELA_prot_NCOR2_mrna	RELA_prot	NCOR2_mrna	tf	0.255742	tf	up	0.255742	-0.00751013	tf	down	0.00751013	-0	died	died	0
RELA_prot_NOL3_mrna	RELA_prot	NOL3_mrna	tf	0	died	died	0	-0.0571834	tf	down	0.0571834	0	died	died	0
RELA_prot_NOS1_mrna	RELA_prot	NOS1_mrna	tf	0.440599	tf	up	0.440599	-0.307886	tf	down	0.307886	-0	died	died	0
RELA_prot_OLR1_mrna	RELA_prot	OLR1_mrna	tf	0	died	died	0	-0.141823	tf	down	0.141823	0	died	died	0
RELA_prot_ORC1_mrna	RELA_prot	ORC1_mrna	tf	0.000822042	tf	up	0.000822042	-0.0642689	tf	down	0.0642689	-0	died	died	0
RELA_prot_PCK2_mrna	RELA_prot	PCK2_mrna	tf	0.198368	tf	up	0.198368	-0	died	died	0	-0	died	died	0
RELA_prot_PLA2G2A_mrna	RELA_prot	PLA2G2A_mrna	tf	0	died	died	0	-0.103061	tf	down	0.103061	0	died	died	0
RELA_prot_PLAUR_mrna	RELA_prot	PLAUR_mrna	tf	-0	died	died	0	-0.269493	tf	down	0.269493	0	died	died	0
RELA_prot_PLEKHG5_mrna	RELA_prot	PLEKHG5_mrna	tf	0.526632	tf	up	0.526632	-0	died	died	0	-0	died	died	0
RELA_prot_PNMA1_mrna	RELA_prot	PNMA1_mrna	tf	0	died	died	0	-0.0389332	tf	down	0.0389332	0	died	died	0
RELA_prot_PRPF38A_mrna	RELA_prot	PRPF38A_mrna	tf	0.117267	tf	up	0.117267	-0	died	died	0	-0	died	died	0
RELA_prot_PTGES_mrna	RELA_prot	PTGES_mrna	tf	0	died	died	0	-0.0122671	tf	down	0.0122671	-0	died	died	0
RELA_prot_PTGFR_mrna	RELA_prot	PTGFR_mrna	tf	0.0286024	tf	up	0.0286024	-0	died	died	0	-0	died	died	0
RELA_prot_PTPN6_mrna	RELA_prot	PTPN6_mrna	tf	0	died	died	0	-0.0103611	tf	down	0.0103611	0	died	died	0
RELA_prot_RAB35_mrna	RELA_prot	RAB35_mrna	tf	0	died	died	0	-0.165845	tf	down	0.165845	0	died	died	0
RELA_prot_SEC22C_mrna	RELA_prot	SEC22C_mrna	tf	0	died	died	0	-0.178359	tf	down	0.178359	0	died	died	0
RELA_prot_SELE_mrna	RELA_prot	SELE_mrna	tf	0	died	died	0	-0.0818406	tf	down	0.0818406	0	died	died	0
RELA_prot_SEMA5A_mrna	RELA_prot	SEMA5A_mrna	tf	0.188126	tf	up	0.188126	-0	died	died	0	-0	died	died	0
RELA_prot_SNAI1_mrna	RELA_prot	SNAI1_mrna	tf	-0	died	died	0	-0.163413	tf	down	0.163413	0	died	died	0
RELA_prot_TERT_mrna	RELA_prot	TERT_mrna	tf	0	died	died	0	-0.315926	tf	down	0.315926	0	died	died	0
RELA_prot_TF_mrna	RELA_prot	TF_mrna	tf	0	died	died	0	-0.0280189	tf	down	0.0280189	0	died	died	0
RELA_prot_THBD_mrna	RELA_prot	THBD_mrna	tf	0	died	died	0	-0.611737	tf	down	0.611737	0	died	died	0
RELA_prot_TIMM50_prot	RELA_prot	TIMM50_prot	ppi	0.0238785	ppi	up	0.0238785	-0	died	died	0	-0	died	died	0
RELA_prot_TIMP1_mrna	RELA_prot	TIMP1_mrna	tf	-0	died	died	0	-0.0349148	tf	down	0.0349148	0	died	died	0
RELA_prot_TNC_mrna	RELA_prot	TNC_mrna	tf	0	died	died	0	-0.224767	tf	down	0.224767	0	died	died	0
RELA_prot_TRPC1_mrna	RELA_prot	TRPC1_mrna	tf	0	died	died	0	-0.195599	tf	down	0.195599	0	died	died	0
RELA_prot_TWF2_mrna	RELA_prot	TWF2_mrna	tf	0	died	died	0	-0.0702483	tf	down	0.0702483	0	died	died	0
RELA_prot_VIM_prot	RELA_prot	VIM_prot	ppi	0	died	died	0	-0.0382121	ppi	down	0.0382121	-0	died	died	0
RELA_prot_VSIG10L_mrna	RELA_prot	VSIG10L_mrna	tf	0	died	died	0	-0.0138814	tf	down	0.0138814	0	died	died	0
RELA_prot_VWF_mrna	RELA_prot	VWF_mrna	tf	0	died	died	0	-0.163019	tf	down	0.163019	0	died	died	0
RELA_prot_ZCCHC24_mrna	RELA_prot	ZCCHC24_mrna	tf	0.120578	tf	up	0.120578	-0	died	died	0	-0	died	died	0
RETSAT_prot_FAM49B_mrna	RETSAT_prot	FAM49B_mrna	tf	-0.182857	tf	down	0.182857	0	died	died	0	0	died	died	0
RETSAT_prot_GGCX_mrna	RETSAT_prot	GGCX_mrna	tf	-0.161128	tf	down	0.161128	0	died	died	0	0	died	died	0
RFC2_prot_HN1_mrna	RFC2_prot	HN1_mrna	tf	-0	died	died	0	0.15471	tf	up	0.15471	-0	died	died	0
RFC4_prot_CHAC2_mrna	RFC4_prot	CHAC2_mrna	tf	-0.0976073	tf	down	0.0976073	0	died	died	0	0	died	died	0
RFC4_prot_DNMT3B_mrna	RFC4_prot	DNMT3B_mrna	tf	-0	died	died	0	-0.115536	tf	down	0.115536	0	died	died	0
RFC4_prot_NDUFA4L2_mrna	RFC4_prot	NDUFA4L2_mrna	tf	0	died	died	0	-0.140663	tf	down	0.140663	0	died	died	0
RFC4_prot_SRD5A1_mrna	RFC4_prot	SRD5A1_mrna	tf	0	died	died	0	-0.175825	tf	down	0.175825	0	died	died	0
RFC5_prot_CDH5_mrna	RFC5_prot	CDH5_mrna	tf	-0	died	died	0	-0	died	died	0	0.00985323	tf	up	0.00985323
RFC5_prot_CYYR1_mrna	RFC5_prot	CYYR1_mrna	tf	0	died	died	0	-0.00315281	tf	down	0.00315281	0	died	died	0
RFC5_prot_GIMAP5_mrna	RFC5_prot	GIMAP5_mrna	tf	-0.494632	tf	down	0.494632	0	died	died	0	0	died	died	0
RFC5_prot_GIMAP6_mrna	RFC5_prot	GIMAP6_mrna	tf	-0.226274	tf	down	0.226274	-0	died	died	0	0.209976	tf	up	0.209976
RFC5_prot_GIMAP8_mrna	RFC5_prot	GIMAP8_mrna	tf	-0.196107	tf	down	0.196107	-0	died	died	0	0.0809251	tf	up	0.0809251
RFC5_prot_SHCBP1_mrna	RFC5_prot	SHCBP1_mrna	tf	-0.133832	tf	down	0.133832	-0	died	died	0	0.112492	tf	up	0.112492
RFTN1_prot_SDC1_prot	RFTN1_prot	SDC1_prot	ppi	0.00999917	ppi	up	0.00999917	-0	died	died	0	-0	died	died	0
RPA1_prot_MCM2_mrna	RPA1_prot	MCM2_mrna	tf	0	died	died	0	-0.04452	tf	down	0.04452	0	died	died	0
RPA1_prot_RFC5_mrna	RPA1_prot	RFC5_mrna	tf	0	died	died	0	-0.0973825	tf	down	0.0973825	0	died	died	0
RPA1_prot_VIM_prot	RPA1_prot	VIM_prot	ppi	0	died	died	0	-0.0996039	ppi	down	0.0996039	0	died	died	0
RPA3_prot_CHCHD2_mrna	RPA3_prot	CHCHD2_mrna	tf	-0.134666	tf	down	0.134666	0	died	died	0	0	died	died	0
RPA3_prot_LSM5_mrna	RPA3_prot	LSM5_mrna	tf	-0.246124	tf	down	0.246124	0	died	died	0	0	died	died	0
RPA3_prot_MCM4_mrna	RPA3_prot	MCM4_mrna	tf	-0.0102094	tf	down	0.0102094	-0	died	died	0	0	died	died	0
RPA3_prot_NUP205_mrna	RPA3_prot	NUP205_mrna	tf	-0.148201	tf	down	0.148201	0	died	died	0	0	died	died	0
RPA3_prot_RAD51C_mrna	RPA3_prot	RAD51C_mrna	tf	-0.119157	tf	down	0.119157	0	died	died	0	0	died	died	0
RPAP3_prot_CHAC2_mrna	RPAP3_prot	CHAC2_mrna	tf	-0.304907	tf	down	0.304907	0	died	died	0	0	died	died	0
RPAP3_prot_GNG13_mrna	RPAP3_prot	GNG13_mrna	tf	-0.0530326	tf	down	0.0530326	0	died	died	0	0	died	died	0
RPAP3_prot_TRUB1_mrna	RPAP3_prot	TRUB1_mrna	tf	-0	died	died	0	0.049355	tf	up	0.049355	-0	died	died	0
RPIA_prot_VTA1_prot	RPIA_prot	VTA1_prot	ppi	-0	died	died	0	0.0550624	ppi	up	0.0550624	-0	died	died	0
RPL10A_prot_RPL22_prot	RPL10A_prot	RPL22_prot	ppi	-0	died	died	0	0.0127795	ppi	up	0.0127795	-0	died	died	0
RPL18_prot_RPL22_prot	RPL18_prot	RPL22_prot	ppi	0	died	died	0	0.0137338	ppi	up	0.0137338	-0	died	died	0
RPL22_prot_RPL24_prot	RPL22_prot	RPL24_prot	ppi	0	died	died	0	0.0786879	ppi	up	0.0786879	-0	died	died	0
